HolderAddress,Balance
0x3406a82FF70aCBf444234D1EF5D50E1161D7B160,416.838329219546221625
0x59Add79Df8A0451b92Aa8F2C05E1E9FBa88252dd,407.930923676994918678
0xa181C146CEd19742FD1DeBa37dDFd6532c7A901D,399.038153071535612316
0xa6614E006c2a40cE4933A98E9d57CEa09EA47C02,398.889259283145934995
0x896212Da5D35Dbf0e7C57A37133F0C97033F82b5,398.706325520087572012
0xE81aCD83DA90F7C6318a291F9297194773d33aAC,396.517461805952968428
0x2728D43682925Cca741E0A0461Cb8527bf3b1776,393.775736036818164513
0xF2E7CE54083756627f86CB7b691489fAfA78476f,392.179642998237800279
0x9baCa40bFB1882d3766fb579a9F9BE0Cd0577D23,387.555144882841085836
0x2FfC8eee80Bb6a901327ce12bb52dB8DaAd623CD,364.765602330745233033
0x828E444C803E504510514147d5B0e493fa3FC00B,351.325848860565981961
0xf4b31CD04d343E1fc89248E64fc4DcD2F6066A77,3.5E+2
0x053E21eC60de3C3E476acF34DF779Ea8892186ef,344.760375221991890164
0x55829a5dc34cBdf94e72e3aCd757Dbc49145126F,327.855693420684806535
0xbe8bce41cbc5E57E2f67673eDCCb771Bf3c0323E,321.467304927759188923
0x0C82E08b1b4E62033D2Ac3010EB774B30788B8fF,313.502148941403650911
0x31d4DCc55AbF901ace6E18188151113B9971740C,312.308886946424906713
0x7457c7A76AFe42d018E253a22f7e68b51daF0778,300.103903683235721011
0x50F04d8F2bD4e9bb7E056E43B9025fb75ba21f24,299.344510845014935608
0x73BDF6e4381a92cb48F48E2143E28047Ba72A998,298.107388659274186244
0x1BCdEe41192e0Dba99C2Ad4dEd36cDCE0A563F18,294.856911584982905982
0xEab804590011d0650FcB6c4Da1870C6e9ca062D1,282.410299253886310508
0xdd23689D78CcecED1A709831EECF1a05cA5f469C,281.107643944087488211
0xDF67d976307886ec39573EB979B1af790aEA6787,266.455303884702733785
0x42C9696a9fB04C6274FA3Ff374ac235a1D6212ce,265.318627203187922885
0xA86e1E2C719C5731B72A2681e85740B5A86E51a1,259.459736560430414842
0x6Bf7Fda767e4f8337f8BB2caBc9A4894072b53AA,253.461302032977555258
0x1dF2535cf0956AbEC21C4738534885d3849d6578,248.243833923727886792
0xA6b77a5ae749B9908ffa70589dcb95551C9e5eE4,248.153468829478572646
0x23A1da2e4306c0115E6D8E25bc9398E8EcBbA474,248.141105196995276218
0xAeaEcACAc63cd8b8e55C08c1f65f81615B43bf0F,247.999987389198652058
0x00e9b3Ff48acd428ca5811Dfd7005F81f3f12B44,247.637495580950297464
0x5b2e49ADF2775aCBe748E18f60366F1C12975973,247.161399267575960714
0xe9a830AB84558DA8Fbb7995306bDeDa3F1f6D1DE,244.854130956929394674
0xDA5f0A4DFA505dfD8391BF1a5c655295930cEcf4,244.487570492501223115
0x8680b61C2F2Ca7eC8D70AE7274b9dCF62b0426f9,237.315007903562270568
0xAeDa4088A73daA95642cDa172CaA5DE181719146,231.203715169563875606
0x3D96Fbc77278B83702dAD4cb2799809866b478d6,228.523570701607930058
0x48060e4C9af9955faB4C814AA6979710eBa65513,214.724867030239774398
0x6F984D0FdA06688E291bdeFf6346A155131EF704,214.573385078395626459
0x28883A80C699c0e8eDEe3b85B53dA66CCBf6D895,211.774913972970558401
0xC8F8245D339Eaed126e3C49f25853BF863F6983A,202.170931903009458853
0x9889FF33515D84e73aF4C92a69c127c10432F339,199.945167220876362165
0xCEcaB5e34748F8373b4B9800cB96D146B81C7be5,199.685668832025252257
0xdC9992AD3FE2432A75Db05DAB0d713ba43B5E02F,199.685311241649669078
0x42a5FdC4b76a79345C7164A9Eb27dE75BD6D42f6,199.522677687440979291
0x6ebC29a4fd592A0113B8A43D1254EFAa1a42776E,198.698121811070879695
0xc26DEda6C4CF4745A4E0DaE8cfCDee93c3E9469F,198.288781901572220831
0xA04138b7d608E83Fa83D56fF00849ef3ae7BF4dD,196.44951404545739119
0xdf5B9Bb619Ac16c77354610E83ea6F3DcE35Cdc3,193.726963949242330848
0x682CC91DDEDdaa9f81cA905cf7814DEB96b1DBcF,187.997895319080646926
0x7104320F1D293825c54e15aC50A9Dc3f15352f92,184.378951438819082319
0x9f9Dc982637B04878D8330629cD3A3C1d110d836,180.568665177969244611
0x21093947278aEC469f300A7e4515999316885783,170.277646168508196753
0xdA745dfeEA7a41Ce4c4e9eB36ad137C712a31EC4,169.342199354170626773
0x9DdCbA52aBbc64b00a717816A6DC41E7A45F0200,165.051102450630439908
0xc87e3788764823CEDdD132CA2E697767de5ed4de,163.686215182221740963
0xC16e0F6E396F192CC38AE90f6A3306Fc3c21Bcab,159.31238228704883346
0xD816E1AB454D20A9B4e84D4F7e12D2c3406389E9,156.460293735265593627
0x4610d3daaE0a6a98136584bC53ADaA4613E21C5f,154.294777810481942186
0xba93413a87Fb5ce95801c2Ad0f2c9a8486DCF24E,152.78986879006622326
0xF48F01D7DC7f7c491036F4b36e1E9B74043Edc1D,152.5
0xe2D91DdE7f2cAf379B864388166c3e59Bf07Ca75,152
0xE8995aeE06F518dE9865917ead8AA489D1034649,151.523208112540198727
0x9322ee588dae3bB08C15B724a078eb5e96cADbc1,151.376044232973184441
0x8778abF603a8AE2185f3D8536Dd1F7db1072005f,151.28
0x1CbCd3B6D623b2b76FE0D65Ca59bBE02461acE0F,151
0xfF3Ef53b043d01D817a57598FCFB7c1a32d7dA95,150.830825514995329946
0xB07d3edFA051934B9dB4c9CF6c07D836663aADD4,150.753866328157146832
0x0F488a0c97aFA388478476e14eE7b546b4cb74e4,150.649628781367227137
0xfe46B020Ef3ca6c5D6AA69896242b6Ef2D4724e4,150.28
0xe23b81CA746622832a20d0975044208671352C55,1.5E+2
0xd23e97a351452EB8d7d29e547d6BE2a4f7cd56BB,1.5E+2
0xB4c2fa40b941EcAaFc2B342eA936FDA060E1078F,1.5E+2
0x78E0987432c7610F1896e11F9e1992B3dC76fEA4,1.5E+2
0x032cbB52dCBE38efE3c6eAFB44401c715bDe3401,1.5E+2
0x14801638723ce8D40a74Ef25477a67CF2dF0dd7B,149.999436397371068257
0xdAc7a91516112703448B5d1fbC8B679fcE838E8A,148.906277397417269075
0x88a92ADD3859c33D9374d2fc58cA1df00Caaa93C,148.856264238833836997
0x7444706f5Bde57ad505C43AF95A99E9d4B063083,148.606757802185947212
0x1506A7142A35D151DeF426E55F476819586E47B6,148.20293562527792756
0x7a5fc61abB13901365E829bF805311B4aaB51C66,148.19
0x16A83803892837e29A28DBfba1E193f11A66bEA7,147.766590008427646784
0x375C9708E32e8996db2A22Ed0d2aF4C5ca4324E8,147.679555119452183894
0xaAdaF839618ebB8a3d82cE20241C5068B7FCeDDf,143.395215872157808042
0x0A02c91391298935DBd956c91F14b8272275EFEb,142.045855637224453783
0xb8c511dC5d5aB1Fc51Fa7a4b521f0F3DA0746c28,141.181876570457532042
0xcE177cF98518996767Abb3c79118572816828Ba6,139.390909935723089572
0x9a0ae0db3e58C08a462e856179A69D2559960012,138.319057059387649198
0xD408C90484Da331fF114d84F427FF94d20C9FA31,136.673669148096908647
0x9ad407df9E693A8EA627e968278981B3cB529B5D,135.195089758923170609
0x270735e7aFDC9Ef0eE9f3186990fd118e253DcC1,134.881062267826672696
0xa0ABC6c7994a0C5f708128079807B4fce847C5B2,134.21723148561577742
0xeC183890C3b04772A29091Fbb98a4B4008160559,133.088837532829395279
0xD7fB086d52B87b82356D546079ffe47625e3b092,133.052328441474812297
0xDc8A3EEb5933659Df93b85A3cA20974A4B365210,132.931397104568800688
0x430Cd6a484222Ef0Cb0c69f45803995122E954aC,132
0x89c643277888fDD4f73d5fCB0d5d16e857C0adC5,131.916541292082984089
0x216b6EEeF2E6B244C6f3978A72b461CA305b5bFe,129.450688211691636458
0x0F7a9bC6c754948717a71776D2cEB9c584522351,129.021108279032273562
0x815B6a9E13De7d98EAE2b2a114115d346383D504,128.701690800765189527
0x939a7EF73572e9218C7085ACa6d894bc237f15E3,128.031166204494314446
0x0E901CdF1853AC7a4B0Ebd290c1d77F1490C55C4,127.644304585568005818
0x2333C9Dc080a14F68BfB19f18B220a921a153Ac5,126.310285958664552394
0x4AE32537C556847a2eA8e88cA6122b73Cc18A5af,126.136607913526223486
0xA0aDcDA6F00b922C7D0ca265B0A867F1eA916C88,125.504720386938803857
0xfDCE5951F9c4A64c397eD3bA8Ed6408E10Df2b8c,125.092953593545515677
0xF5840629aaeE9130Af3e9c92962e10b7c3C5Fa75,123.619567732953061431
0x6aAEcd9866910E164006F910DE1df81cb969c79B,120.860028855780139521
0xCA07B178EFE70Dde86fCBf6627C3180158e421fa,120.857424607666776277
0x791509d35CD49CD13eBE598dec92e322c049b743,120.80452526231946984
0xc504C188a8640dbb0A4Eabcbc243bFAd007CF756,118.952053801435766701
0x05B662145787B8C4Db41b99eA137cE5c8b40242B,118.799815383893851375
0x30E2119D27789e81e36a5f38EdeBAb34Db393677,118.751488335262492569
0x7493eB2C8B6138d96BbE6eC9467Be7D74eFEAFb5,118
0xf737D556b3baa2ec44E6d72418437842E291aEC9,115.106033287922500638
0xE3478483A9A7eCd8CDDe248Ea43b48197B19e09e,115.069573422596171584
0x4E404af4Be99565cb2eAD83c10aD5fa003755c94,114.600948183678156592
0x7E4bE3268Ca917796CaA281D01344Fb1223BFbbA,114.279402227926543506
0xc9169debc7D9827C8DB30a9406C3aD13eC9C6f98,114
0x42E5048F64c79d130E9778b4956b3c99595525aB,113.591210151031221234
0x47F4a740428e6C09F40531A79Ce7FC5Aa70f8298,112.202414419533273389
0xD5b601835d39d8047027Df2278Ff2e817f224551,112.104354210324815805
0x9434F1cBa75Ae4f97a5F0Cb1480940E1D0D26F4C,112.041397986256327596
0x58dBFe31CE1e639Ec9D0Da60d82CABcE637b2bA4,111.999997421835697469
0xd13B447CB16FC8b45044bBA8fC12Fc45901b164f,111.696533439938635999
0x6f66D5aA7A26aA1FB93CD4436880d1679EFa885f,111.157172325759480636
0x49cE84e37b2fC589B1A8819b811fe4a17B5Eac41,110.258708936125576391
0x8fABe5B8BBA0860a674093d24802cB451341E3ae,109.683232065392189524
0x3ba16AC2A67D126BF1DBa0a81E6C75073EFd95d9,108.567488553221720538
0xF815ed6D10C0f0F8680c22b6e5f7920542A72Ac9,108.352644245199870888
0x6a45D92fAF23B03eCB0bE3DEF07F92142825bfD8,108.043119964685980604
0x05CCa6ff180c7F8039060424dD6eE51dB7619b75,108.034494504036461542
0x22dB26045782445C828e19fA773701972aa3Ba91,106.721604725754897719
0xbA8CDB1dEADf026178DD5211aB1700586A76c14C,106.225850067447936784
0xa5222e9f95b4b72A7c8E4DfF92D2d432b72462a1,105.321819095624058005
0xf1BA347eB6B8f4cbCd132Aa2990b3746c1C05065,105.201542968028041856
0x68B78fbCE45b70d3d33C517058b2022F48bFD917,104.974536025345887271
0x6A2dEAFC7f1c75c875c195D295a0Cb5CCBA903E0,104.30219637258486565
0x8ed82DAC32975bdeb0e866Cb5754B14253D69EBF,104.213689989998322711
0x7B56ab3B96B77F6EB53AefE088E2545b7374C9b8,104.133241723520282658
0x65aa11E500a03efA30dC6eA81700145554064F88,103.951509142437906937
0xd9264B7d4B102Db537f6ce4aA3A383c323b0867C,103.224888952357329601
0x33bb9EE2f6bD1D22486d4e4E5e7d1F7719555257,102.826484274637198239
0xAc3933577b8359F22Fff0094F759DEDF3c68c4C7,102.431969164262193216
0x68c235a0430e35C3517d56956BBeB5d91EF084Db,102.396445264683686707
0x79D26BbdF03dD196f70A807e0bF84C4b2f10FAb1,102.251903513129967219
0xC0fc6FEE9df09115378aCC845c165135EcF67Fa7,101.607398764889463315
0x584021FBAadff3131B1255f1141E6a4B369bFA7D,101.54562365870060046
0xF7EC47f40AAd0dA62AE87E9E6a66b024fd598704,101.389135114135480011
0xAc2f7E024E8a361cEdE55D37ee379E087925634D,101.351872692331922315
0x5F3928096D53fD00696F5eeE18A3618693A91fd7,101.326603047711397553
0xfA8cB7E83eCE5192F7a72b1aE7F87934DFf1712E,101.257425277957546017
0x08eb34D292275BA25FC2001Bf2c8108D97b46231,101.256149078632417551
0x3077dD1CC007794B28159769D970CACe6F44945A,100.992592108010437594
0x26512F28D2cA6b9a43f3322270ABd282a8000e73,100.755901822189334915
0x1b29291cF6a57EE008b45f529210d6D5c5f19D91,100.525622861534758715
0xB838851cEC4CcDa6c69688aD68309F4Fd478e3Ea,100.439894949861010976
0xd6e016cA4D8774A4d361346Ba4d0AFc884721E91,100.323927224523856129
0xc90290aB4d6bdB632A3198Bd3c4610E7aE0A6923,100.257989513698075724
0x860fEfE7c2e1cEA51Bc0cAe079237d5eF183945e,100.228651930537702083
0x22A93539E28418b7E481D6Ad3b288570E349270c,100.133085096792824783
0x19Bf4fE746c370E2930cD8C1b3DcFA55270c8eD7,100.059961158086358591
0x12cB6f5Eb0d90f8978Deb060C46539e8B8725509,100.053521416473679136
0x02f8FA4F3eAe3B52143D949eDaE43B17aB77a61E,1E+2
0xC7f78348738fE1e745079319AA98974aFbCF154b,99.935007471535941171
0x5D076c3C4F7Bf2dB6831c90FC8f1539e07ff71d1,99.867011544087648473
0x75ff3794e2673333171127840779569bf882Dcdf,99.837788659901381092
0x09615860FfC4616f4b4511Cd95F7DFf29773181a,99.394718630882212071
0x807ed8405211A02C88b70E5A8CCc7E112A36b212,99.382101777837414196
0xF74709B52c0E108eCFE56fA364175A779d3C059A,99.368390425165985091
0x222a2e05f52Daa1a045339875A636510D4442F88,99.364784729435418376
0x7E5262515b4562168cEd6b16C21d48DED8be6457,99.351881627725509752
0x175C7A0693d7d802D2607BB777BBb7c36f28Ea6D,99.35153932747744775
0x0eddF3234f33263913B320b49315460b7737a443,99.34700600709582523
0x6a68794281E4F60E5747F1Df785f5983fe2Ab36b,99.317426152656896561
0x6E3b2464B56E5b5631132F12B12bA363554fDe3D,99.284162413579183864
0xaCf87623Ce89e5b0976D137406D77B271F31C422,99.259455042093241743
0x5ae160C95259050bc6C2Cdf239eACaeAF4f1DC5E,99.244807758353288719
0x9fe5c65502e2460Ac62a625C36337d9Fa5D3C1D5,99.17270106503483356
0xF5F155dFc740A89FFaA17c4f6459aEc7D7206413,99.117100404855911408
0x7d7A6e47Bcd62DBb3de2f51457ca74892550c82e,99.087085003004858186
0x5Fdb69e013B3335851c968D08E304854d66B6c6a,98.87123614354416298
0xDA3b22eB2a7a008E574DF7671c187f3280b4e366,98.591617991964125911
0x13fc26809DB5fb84fCb45A3008B0C33F182B3C22,98.452064443610223402
0x4fc3318e7CCBF9EE4e10CdC6383d4CAE81460Ff4,97.992453464891186337
0xE0A35b164F5c5e44E26d357E4Ac88e1b8714090f,97.948871720215842043
0x690f9620C615C142bDe32FE5Aea30E114491da20,97.904117920426652445
0x1CEF3594b9F594ceAc9C5B70A9507f098Cf7d758,97.809968684363628518
0xDed422Fd00F09D4E4fd7FA0936CE160B5e710e6f,97.279042932083924321
0x85b3F50e9d3e902123fa6D3469511029bE7C51F2,95.730201210028372232
0xc6610A8A8A00180170745c9cc91E137f24e4CaBE,95.349105545725392298
0xfD56CC4979e33C2ef97d97B63fB664250f33c946,94.208527873086606298
0x3019d2157323802C4D966cc642A8EaD371090824,94.113886239301452133
0xc1BcbE74305A789873e983aC10a7E8452796B126,93.054536022115845102
0x732fE3aB8Ae95870bd3Be52703e162D7f8D0239b,92.778363031124726909
0x69b2A220d1d0948d34Da622051be636DDeDD17c9,92.387000603749563795
0x728684c29E97Dc4346891ec8e2962fa2c4b56b0B,92.088623925536411439
0x8B176de5fdC256F7AF9f3c664a9B208ce2dc9E27,91.946172657367390204
0xD21895eCAc23f5f3E9Fa67180ca7E1Fec3223140,91.743915337374760184
0x4beAd5Fc18eA31Bd5149a5081b42F034E200E9E4,91.555503136529722265
0xd7e7af6E309faAeD4dbA21d21aa44C61EB965487,91.194513982821345923
0xFD90a9FBe5D1E896B93938B45885F5579ce0d1c1,90.448782032386826326
0x9152f08145f3916fC21F029D8e399d1E636B35cF,90.26120935894812831
0x4d07f47F8748aB2E0a9fdE0825deeA0a07dc68bA,90.180150212677584583
0x9f0279CA65a9216162A846aFd7e4d6517FaCa0c8,9E+1
0x469CE8788F99B45ddA2A85807C00d728cD8462A3,89.503821030362734018
0x0B3E6C77712d3c2112c8936C1669e49e1F0f6b39,89.323266925265611731
0xaa832E1fd7ae34E9FB3cb582fc373055Ec5AE5Ad,85.841315548635569797
0x88bf17fCAa40f709365e0E9fCD6d6fcfb9bE600c,85.391050957903117303
0x4fabDE849F3D23fB952eC868df6ae0eb97961207,85.271722986629968968
0x457B636F561E07c98969196D5c602014C2aB36dB,85.245867034755441635
0xe0354d9294bea2165A8a965587F3e34411bA45f0,84.736819551080231016
0x021f884c51C071ECED8dacFb063e972a00C332Cd,84.290708822594347233
0xB035af7C4444add8D74c9a9AEEe8a8454D111bF9,83.127050166917433773
0x9687b90128C6b36030e43420D2B21f77257a0cff,82.558680969487539267
0x425Fd9FCf107fCe6Aa7b5790c3dbf0E3bC6bD4A6,82.199959797195391257
0x7Cfe310b31C71C45a8141326Cb73F7e248a42bd1,82.186396452015352132
0x71243Ce01d5290619B0bec3bd0BE2F312e83359b,82.045833063750983264
0x18df9D747f716785642C213F85ca832f7800dd90,81.707320406643482202
0x2A030B52C052a1D9D69a83Cc2e6959C358AE63C0,81.21160324410184009
0xBA718c510e7AC099D5fD860C0b7063b1c08CEc03,80.747607574950089879
0x364a948fFA446ff46DF5C31724504224c312008a,79.906513773691414818
0x973d56312b92f446C053849416be13670D05e525,79.360874191014326876
0x87c1dD79107f8f3Df27212115eF5cD55C6D29E6c,79.289553814450654797
0x7D8378D189831f25E184621a1cC026Fc99F9c48c,78.775520677161340232
0x8ab86546FD3a0143EeabF4320693006f354201c4,78.435382434773398578
0x0891d8E2C6e57337387933FB06F4EbcfAd0241E7,78.393274374473084482
0x64926687f5036dCf92de3bC8c9229Cdf8C8879F3,77.476933985354679929
0x250a2590389102d58Ae91256ca431399a273Bceb,77.395995228802734248
0x0D6BF341aa316E1C5EFe231d95884021B477afD2,77.378852738546709406
0xbb564a7d40f32D2eeE00aD1077a600BB1462eEc2,77.245694588387199967
0xBaD647FD678f964B06161e813fb93b5BFA889805,77.056389124044725134
0xAE2adF9A0727E69b6F5105d183E684894a75d39a,76.250636151358635638
0x8cc4082Cc1D97b341d2CE0ad18C26e3b7E258950,74.173628042290095615
0x30351FCDd8933842d3a43bDFbA374ccE0Cd3E526,74.17299377932083079
0xB26Cf3FEA043b9fd9a457B023238e5786fC626dD,73.835573099086645761
0x3E542Adf2ec3B478b678ab4bcA0D786Cb5e9A59D,72.520450652617017977
0x494Fb7Ce8983C76a7218eA1f1aE2B42009181EF5,71.966694333940340623
0x7E0Fa9D999D6e3A4d00227F36D34f1FA24A41f45,71.418796844490245109
0x39cFe581b11C0093fFDd84F81221aDE8e938a359,71.077147886218894412
0x293630DE752418CDbD1Ff255E22Ec02C6fD8e618,71.061926868628164067
0x2E28704760F4a1079F475A20cEB73F529C8c3Db0,70.581225150202633112
0xC24d8266C47f957A4a4115bD39d7fE1b0366a067,70.393864035030300199
0x49c23962a5Bc0dA329785EAcf43Fc44f98EacB12,70.390962331070205376
0xc31CF16e5DC0E1F6231c10A7208906A58a14A5Cd,69.512726459155062852
0xf318A2F77816c166181597E53ec95773c7d70262,69.455013730872012439
0xf7465310964F16694EfaD8dEE9649a3752fad398,69.45176136704461338
0x457F48a0bBa2D1aB06AD6f9b5F6d8Ee9c457BbA1,69.248286761124669086
0x97fA6ecA0CC305CADDD35007e954FcB9e8E8D2e8,69.094715930314989256
0xe8B6B90e3F4214E5c25fe3B2E33d1268b2DE88ac,68.998348227644008163
0x38E1Dd020A84ed34BA0fc8BE84aaFB3922A51d22,68.776200112093396458
0xda5F8eEf4e42Ead86895405f4983d2e5A5e4519B,68.332232888457830688
0x1D9698671D792C42aFded97b4dF08f6B9C585A56,67.30479282335962067
0x43fbe91B33b034F748FE3e9Af0e643082399C9B3,67.005874047917574888
0x6957dc902e51Cf391a5bc6aD89A74c0D6e14eA21,66.554724759229673779
0x0b35C4a51E8a880df8345a2D1caaDDff6e457b09,66.020876333457350894
0xF5956e53C0bBbEf216cF1050c4Dc3D85157906C9,65.910654818817383363
0x832d4ea271cC98AC151A87D5652A4758938eA42F,65.735461896677747349
0x5D32E91BE8Ef9FDF1cE926f63Db341418093851e,65.602199617630313034
0xAfceC5c3B5909CB243A9128768b769A4DA9e3AFC,65.42255109285766871
0x8D1D99C45900d78dE9fC3951DCb30121BfBC1069,64.856540463455757512
0x71f05A99e85c7FfB236c21e41e8324f8c733bB38,64.421336376154190614
0xD849D695815bE00eD42cB550D9054a556cCc4316,64.355091446222232869
0xfE5B9bF887c0FC5E784ce6E94a3E8d178D2297BB,64.242675190060949899
0xDbAD18Eb01F4f9eaa3da106984AD764037BaE59f,64.088937433007995384
0xDA51feAd90194D0efa2B364a1a175C8192a8f849,64.013138881653859334
0x731Fd8392809488aE8F1189Aeb853d38Ebf26492,64.009476864971586492
0xD2c4152Fea0422336afc89C9fa68715D8990580A,63.484148642944136092
0x825519f883a0Fcc728F78d0c3DAaFaa2fcD1691f,63.439231113591885317
0x0dcFeB0bfb7Fcb7e48BD034b0a57DdEeA20ABb26,62.670420176241876596
0xb80D90e260bA3Bcba4B09a8ffb27367E4561e143,62.611885357110994742
0xA3e6BdD3330eCACFEAbe391e52E2d4ce8e105994,62.284293752870445061
0x5e2d4dcbDC864AFA6094A6b93e2b6813fE3D560d,62.143010003136919201
0xe2709123173aC00F72dBBA4e9ACB6Ed91Db81513,62.042792855036901821
0xD31e9A3E1321c89bB6B400EAe70a507E49C1F4be,61.986058544209148833
0xcf9ecd940458E6b35F98376147314a75adb0bdAc,61.838245956746537495
0x20126ede9cA9aFdE254558095A47D44794262aCA,61.664271875210731509
0x8768dc2663Cc6dc993D1eC4477E2BA7fBD5E0D50,61.573270578978530481
0xBBb0a5BAaAb99aC1e34a136D2F41A0269a0C90C5,61.483625448085831144
0x9A464782490e8C5A3eA81BBC01061c96C7DdcDF7,61.324961044395730629
0xce1681677b337d1B17a6B5D61E414b2cAf802938,61.192171088294546055
0xe4675fB7f995C5Ba264e59480cbE4A45aC60d6Ce,61.071395680495265039
0x1f692434101F4e4a95e9a525177a7e7eC60dcBa6,60.949976926091402815
0x92DE600F86669D5BC23fd33c4b93689D49C55aaE,60.916519440891285567
0xe13aC87C5Eaf5A43a9aD2C20f84a4C84f3642373,60.737834483418172565
0x3B981fA5dD50237dAb6F96A417A6690B6f20FcC4,60.644972983749847375
0x175fB20b9B5bCf80a0167D403405E6F3a074cfa0,60.364534013972004562
0x52Eff600E9a0317981C1E3EE882c4b6d6E053f5D,60.157072662989051991
0x8A5E249Ba28C6f6492778c8850CE25EDD4A2862D,60.028216111808036835
0x449dDC6231d1AF99c966E2922aC70aD878083310,60.021771289044698175
0x004Ef87b4298189CF0E8432EC31d4B22f9C67094,59.609094625338916337
0x40daa7d05dB10F85e93E0ec8EC9E1D31CDA3191D,59.5972828382490136
0x62f1C1904FC3730FED2c0a0C8c67165DaA4994Fa,59.557937544154636528
0x9943E532b7e435ceaabe323b7052043511C8ebF8,59.509655479307417852
0xb2Af49B05C9cEc7E9341499494A57EDC42ffA410,59.480850481307422055
0xA7D7b8D18fd20d256152D8186858002Ad665b7E3,59.2920047117859363
0x4032aB8d5ccEd1444240c7b973F36d712981FB00,59.284041602541025635
0xE7B5b1171C6f7202a3Ce35EF57c7fADC23388Ffa,59.030153877319856787
0x8a5146f3Cc2596d4378bB3239aCcB76FB1Fc5E10,59
0x31C4A92e3f21Ee878e386853E555ad758ef9aa17,58.999991046256834783
0x6123D8Ef36A29C0732F0553ad5949089Eb46B340,58.931634247195857104
0x245a4e3E25012c97b5c070B08753a0CC8C5d5a3f,58.928021433245992248
0xF7c55E120B6b381F89B0dE36b29813E4816E3453,58.7144852653753312
0x58e936c08dFccEB8FA29f355d1dDBd4b17818A8B,58.594618951180406745
0x506a2D5842e2a160e160a4C9d5A887d3126b74D2,58.276803196784755304
0x166B0E967BF17571Fc2Df38064a36eD6871d6118,58.187794644456313432
0x307D3A43E279Bc24386819902906F1c7F32eC3Cd,58.103764913771011871
0x88a43E29B15bbB9FE7E8ceee661eB03540f26F70,57.586344168611001946
0x0E336e7A44B994dAe19FcacfafD35a15Ba48F18d,57.539823048885171423
0x7A99748f1A20b3CBc505223CBF68387Be4A5fa07,57.316262339671024831
0x6A6AA089d6C8c0139D4cE2E024666AB75f38c7a8,56.669392232585533745
0xB5028cD749390692308Da8159221F6F8944cdB64,56.340087080890399416
0xAeF78201E5EA4cAfa2Ad8F9292D483867aa47a00,55.661191291657751368
0x8cE60E19025acB362094A92f0af45a021042ed56,55.500142275677708141
0x602262b7C83F577f537F5488Fb7bD3b5F82C71DE,55.452012105998880547
